NU_INSCRICAO,NU_NOTA_MT
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,479.22797927563397
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,540.3038756538045
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,436.12397927563404
580c34923cbde328e0aef1641dd02033fc862c04,442.61099999999993
156e1fb82056b0f6953c443446eb4dcceed7c03b,25.298999999999996
29d8bf198da9caa59047268faca60207da24d1b7,516.6589378269022
1b3f80a1cd9fff0408e96169fcaf006936b34fed,436.659
b5932043b62e0c58e16e2cc2c9d5489390e5c895,440.7729999999999
99092cc60948943c59d68d62ed81a75a03059113,469.5979792756339
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,30.655000000000005
dd69fca6f17420dc911016a79e70583ca7ea330d,423.48500000000007
d387995af060965fb9d18973f3dbf4904f071066,424.59100000000007
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,452.6880000000001
543674772357cf9d8a7a8e7dfb89384af80ec30e,478.8589999999999
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,435.5870000000001
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,27.397
0736d379ea0962e316ce84cce8e883321be36abb,434.7580000000001
98cc842c547c69a0d27776e272fd8b61131b0b37,422.77899999999994
890b7696fa85ca2b3e90b3951efec2135e88d5cf,440.99199999999996
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,703.364
d84b48f7dc7a6e387e6e985525143589754c5b13,476.8580000000002
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,531.8029999999999
dc4fe9d4124d9278f58f6f999711116a3fe58be7,447.69700000000034
f6624d763619c0898b34dc02adf06f53a1721cd0,464.4599999999999
60b1c12559860e7ad966da4c4db5c78e17278fc0,492.2509585512681
a3f3dcb89101d86171f8bb4f4f57939717cf298a,11.783
4f365503582b97ea96462d0d36895a5e7f5926df,447.9579999999997
c80869804effb21d50cc8fff3f4c27ba5521240c,472.2129999999999
d0f351638d60e84b890a498d69c9a7961cdcdf36,438.12199999999996
48e8ec135997ff3676648d5c144c3c7150a7bbb1,446.8449999999998
45484014aefd10ea3e4b08fb93e66c251709cca6,431.7710000000002
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,448.4300000000001
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,407.2409999999998
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,576.2650000000002
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,434.3320000000001
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,629.1239999999999
c83c66733c5bd90a59996e473bb69e44f6522976,406.052
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,20.712
4c373daf5547a6292c4905696c148ec83f95f083,28.82
4549620b5459bb28990580f4ca0b4c2adc5b1a68,29.138
87f89c855f377c5b100ad2986cc6569e31d94a98,525.6099999999999
d0d8601aab147c191ae37365a930c1ed3eb0414b,28.199
9a25537903e8e7eab1dfb357903d241e24e86fb8,22.913999999999998
eaecf3dd32668664e1dcc2d6c7a69042824806a6,455.55497927563397
d19fa85793fcb8ae3126d10592c9c57d3b32971f,25.76
c59b370d3aa06b68878c836bceac844953d74972,464.52599999999967
5a6d397150d1a9e9c82e120f92d1e782da34bddb,8.163
b2128312e70fdb830091aecb6b27d82617e2e226,432.47499999999985
8257941af168c0cc15f28bd596fd922352dae732,443.78799999999995
854ce153823802674f35bbe1ec010b12e9b3a56f,431.57099999999997
27f1db4e266b154f6f7fbef9c225fab472652a7b,430.82999999999987
11b90bed4a05d11169f308370faf81d6e9ca2c4f,435.84399999999994
5c55b7aeae6cb75ec715b4629812175239e45c15,20.3
1391c7de937e0fea2ad23ebb111e513bf2aca2af,32.277
e9488c35627294cd8f5a809c0667aef7a3f0d465,26.736
39c22d725a24b290af887b25175ae0a8d560db4b,8.163
e001e1d73163c327a4d800697b1b36cd6921f60d,504.769
b83424ca8973e4b2eebf6eb9e26e842999432d22,404.45199999999966
202da3f471204ad489ebf0c3856437337534112d,8.155
912d751c54b46c860c5ba61666fc6fc59ca2689d,384.7780000000002
8376d681a277c58f06ab633a06eaa66391126246,28.733999999999995
e114f7b197069bde8e158a0dbeaa022dd0c4e280,419.69097927563394
fa84edf183bd459ea9394d77bdc191683a75ff66,589.1049999999999
76190ff09a736ff83169394b770699b2709c5a27,442.235
515db15df8581ae72bb8e8358833016adee74e02,469.54995855126816
e2a05053c19e6fba60d0e582e6c7f371728a7106,434.18499999999983
66c14322296ac259374ec98c5c3bb2bd67ba25e9,28.419
2378556841bc8d5746f2b94d6adefc2db20f9518,543.395958551268
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,22.406999999999996
796d558152d241567f8a72b535a5e36fe78886f3,453.80699999999996
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,520.4920000000003
3c748fc7a94edb7ac1484373751ffa8574a3281d,428.63399999999996
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,426.504
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,27.193
10a1e8808e744c619376bff659f859cd71e8c41d,440.49099999999976
fc959dafc37dde3f173f083486d84ce5c817443f,451.8129999999999
6979d91c0a1903a336c640e14eed100821a0e24d,494.87499999999994
d4e37c4c1235ce014392f6c8ba0436f195b9e459,505.5569999999999
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,30.3
565a955a60c6073157aa869c0351c626a7171ef3,556.5079999999997
5697c01ee87a008056ebc0993a1028b41a26d251,23.342
99be797e423b5ae08fe342ea772738f71975df47,685.0278342050726
b579ea83f2d6c15b2c717d16a89827d65f39904b,432.61597927563395
e9373b5c22567bec508f2fa2580e4dc3ff687caa,569.3520000000002
a465af361b68bd536dd8bf61d522b9b21755ab60,478.2218549294381
c8feec2a94d996d03534ce935dec7a034667f107,783.1340000000007
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,470.0509792756343
f4f7888cfe88b7a3b0f3d94749921976353ae82c,437.0979999999998
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,433.21899999999994
2e466f15ac7b80870736fac2d0cf4bd7f362e852,443.4109999999997
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,23.987999999999996
fc83a5c665f70f39b4c7d326118cbf21a898e660,614.3799999999999
c26fbd904781a4f6c37a8f8969778f687c6c1424,23.081999999999997
ced4913c2220be57c54bc9f87bb4f441d5976671,478.27085492943826
880ade460a231d722e8bb0e4d17f3c8f77663d37,414.2239999999998
7c869f5b89ddf3130c87011b6508ee59e32682c5,450.30899999999997
9027f65d4e576928ca59690c280050c53d66506a,649.3029999999997
09eb415bcb9842d207139c8bddf32427a134d51e,518.081
f8224c83e27f4921df62876f7ff660b1dab3d974,497.20689637817014
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,12.186999999999998
dfec3182aec0997207e0845b072498065ec89aac,662.1450000000001
d653549f6d0ba70e2113b2cc56e9a83e331d2462,538.8319792756339
e95674df974af80342f676ca9e3540aecec2b8dc,479.6489585512679
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,544.6928756538042
2b7b15015ab18dc51893827c7e3f01d931a70410,24.942000000000004
22d86e8b43a9412df86ec15ac231b9919e3ec905,434.2669999999999
1c61035799f6afe7f44c1fb68567d7a8945c3943,592.6900000000003
d5ed4b8732b0d7127a64f7e71137d321c56cc198,435.48899999999975
63edbbe59337f861a710bee4fe8a691d231f23da,422.4630000000002
f62bf9257782d839d38f84376b79611ed0de655d,22.913999999999998
cf14952b5b09ad1a9497769e3a08da2fd74c6102,25.464000000000002
21b8ef230efbfca6b5f15b36a3243d76ed390967,468.3239792756343
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,413.7199999999998
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,24.942000000000004
3de3c134579726fe4606b7a05f82ce19f00adb09,639.3669999999997
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,421.07
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,408.3399999999997
520c60d32fd2af8be76abd332859b36d8ae45900,458.87199999999973
6cb6e2310b52c2898e500f81bea938446592568b,477.35799999999983
0193b535914e1c5a445bede11a408bf1709cd3cb,469.62700000000024
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,479.349
c512a461034cd90a9c5f1a32332b748041cfeba3,27.118000000000002
6f77bbe0fc418131d06d15f50b30073eae680dbb,27.892
9b378e3937af8e97d4753cdf0c8917306354aaaf,457.8069999999999
1c92f54a5fe563622a0e23cf116461a7e147efd8,524.8689792756337
90facc45f7578775e3278aa0bd4fb59dad4d37c1,424.008
563bd02a1204c85e79026a020ba5af29bce95c12,577.5059792756338
c8062c4cc7e023996bd37b87295f5a2957ddb172,476.8579792756339
ea7cc5987f9cc7f756d501961f64fa5769013823,27.025
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,563.698
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,444.9879999999999
1b61f7e184c7040ae4cea725153965e1f7f75308,432.0949999999999
aea68e00d370c2a0cfd02bf868824dec427bf23a,24.119
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,24.315999999999995
95a9c65324583892b2d1a0c1c5163488f92d4a6d,423.2090000000002
5b7e7632cf766876026d0da6aa7c6df77bc13438,437.7179999999999
a3be14b06b7aef01331da18e7a1678222b563151,25.028000000000002
92b8965cf3fb76d11e5061f26e577c23d212b9c5,32.187999999999995
96fd0462597b8cf21b1e918c1947106cd8359e5d,457.249
5c1cef937c40bf8c30c119160bedde7ef679454e,631.1890000000001
27dce80bee1eadbcd82bc7d09adb063e116870f6,8.163
271a7e5b703fc3f29f6669415048a760e6355c5b,32.864000000000004
e39fbeab552a4b6492346d821d095c3a0d691555,449.32300000000004
93694c58636eabfe86550e734efb3775ba4d739f,447.07495855126797
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,750.922
6c05e70130682975c1485a862b6e08b895650671,464.65
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,412.82999999999976
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,412.1640000000001
283df09083d3c7bec2590f22355c7ba32ec88623,445.8559999999998
40b96e97dc29dfc990656e30c1038e846b6c8ff2,28.250999999999994
ff362d0a648559b9146fb97ee248eb423c3d6a50,12.46
717ae2ab18e7ba03c4f3af66500ece6580b29b71,25.502999999999997
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,530.665
23131f453efc29c2af9553d307692c60a3add1ae,471.86600000000027
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,440.3780000000001
941646a7d24ee2837d7de90ff0a736bb8f61d68c,416.542
cd705413010e6e74f3b90ee78dbbd8b767488f0c,8.163
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,471.12800000000016
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,442.2649999999999
72882a9cffe151d94be90e02ce3967a91b628099,455.0880000000002
cf62916c9829bd3ad05104151eee856d6de7ca1c,610.0190000000001
6b8f4241357e65c0491cc0ef96396f811574134c,455.644
298806ed4313157d412e860ac3ea8833d6ca6970,8.163
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,403.2940000000001
4485f973590cff61be5ec78cb3032d5fdf25b809,8.163
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,437.8320000000001
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,28.466000000000005
8288badec4740382dbf7c33e4095cd4db0021bf7,414.43499999999995
5e139289eb167622f915eea3d1d6e49d15d1c873,492.6419999999999
fc050b2c8fa3446890fe1418332352177dd34506,437.47600000000006
8f309746992f374b4c2ea88f171233a9469ba649,494.3129999999999
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,448.876
145b6344526f9df32f4046c8227282477c51d69f,447.2350000000001
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,498.97393782690216
b23775f4cd460ba687d77b058f2bc46381a0fbfe,460.96
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,545.2929999999999
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,8.163
08b5008c1ba3ee34dcafcb332c51d485da0313f4,16.257
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,478.9100000000002
2bf8abe8000927aeff885fdb26e82579b54bb657,450.06899999999996
fb745761567cc26fe3b8240866c481797bc4aedf,25.778999999999996
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,502.44200000000006
3ef584654da4e658ecdffb68bc4398c97f850ccf,456.5129792756338
342a52f77f29b040bf07e9d4de7029ad604de09c,8.163
ea90166cae72eec871b4100ed8df997253bea84b,458.9540000000002
